id,source,url,title,organization,salary_from,salary_to,salary_currency,salary_raw,published_at,published_raw,region,experience,employment_type,description,extra_info,is_archive,archive_timestamp,scraped_at
122,profiminer.ru,https://profiminer.ru/vacancy/1734/,Машинист бульдозера,,,,,,,,,,,,,1,20240807221646,2026-09-08T17:07:52.810095
123,profiminer.ru,https://profiminer.ru/vacancy/1730/,Инженер ПТО,,,,,,,,,,,,,1,20240807221646,2026-09-08T17:10:56.960561
124,profiminer.ru,https://profiminer.ru/vacancy/1741/,Дробильщик,,,,,,,,,,,,,1,20240807221646,2026-09-08T17:11:58.515200
125,profiminer.ru,https://profiminer.ru/vacancy/3670/,Энергетик ЗИФ,,,,,,,2024-10-16T16:22:25+03:00,,,,,,1,20241219140610,2026-09-08T17:12:31.150512
126,profiminer.ru,https://profiminer.ru/vacancy/3668/,Контролер ОТК,,,,,,,2024-10-16T16:18:38+03:00,,,,,,1,20241219140410,2026-09-08T17:12:50.681422
127,profiminer.ru,https://profiminer.ru/vacancy/3667/,"Машинист самоходной буровой установки (Simba 7D, DL 331)",,,,,,,2024-10-16T16:13:25+03:00,,,,,,1,20241219140511,2026-09-08T17:12:58.895315
128,profiminer.ru,https://profiminer.ru/vacancy/3666/,Электрослесарь ЗИФ,,,,,,,2024-10-16T16:10:18+03:00,,,,,,1,20241219140530,2026-09-08T17:13:28.831399
129,profiminer.ru,https://profiminer.ru/vacancy/3664/,Слесарь участка тепловодоснабжения,,,,,,,,,,,,,1,20241213184951,2026-09-08T17:13:37.059485
130,profiminer.ru,https://profiminer.ru/vacancy/3663/,Электромонтер по испытаниям и измерениям,,,,,,,2024-10-16T15:50:28+03:00,,,,,,1,20241219155906,2026-09-08T17:13:46.666946
131,profiminer.ru,https://profiminer.ru/vacancy/3662/,Ресурсный геолог,,,,,,,2024-10-16T15:47:55+03:00,,,,,,1,20241219155240,2026-09-08T17:14:16.763778
132,profiminer.ru,https://profiminer.ru/vacancy/3661/,Электрогазосварщик,,,,,,,2024-10-16T15:45:25+03:00,,,,,,1,20241219170201,2026-09-08T17:14:48.319188
133,profiminer.ru,https://profiminer.ru/vacancy/3660/,Электромонтер по ремонту и обслуживанию электрооборудования,,,,,,,2024-10-16T15:37:31+03:00,,,,,,1,20241219170544,2026-09-08T17:15:16.751910
134,profiminer.ru,https://profiminer.ru/vacancy/3657/,Дробильщик ОТК,,,,,,,2024-10-16T15:33:53+03:00,,,,,,1,20241219165816,2026-09-08T17:15:54.451440
136,profiminer.ru,https://profiminer.ru/vacancy/4889/,Проходчик,,,,,,,,,,,,,1,20250815155325,2026-09-08T17:17:10.163092
138,profiminer.ru,https://profiminer.ru/vacancy/1722/,Главный инженер проектов,,,,,,,2023-05-26T13:35:39+03:00,,,,,,1,20240205180636,2026-09-08T17:19:29.040055
139,profiminer.ru,https://profiminer.ru/vacancy/1733/,Аппаратчик сгустителей,,,,,,,2023-05-26T00:22:11+03:00,,,,,,1,20240205180757,2026-09-08T17:19:44.545629
140,profiminer.ru,https://profiminer.ru/vacancy/1736/,Автослесарь,,,,,,,2023-05-26T13:30:11+03:00,,,,,,1,20240205180725,2026-09-08T17:19:56.634801
141,profiminer.ru,https://profiminer.ru/vacancy/1718/,Проходчик/Горнорабочий очистного забоя,,,,,,,2023-05-26T14:00:37+03:00,,,,,,1,20240205180628,2026-09-08T17:20:27.057579
142,profiminer.ru,https://profiminer.ru/vacancy/1717/,Помощник специалиста по подбору персонала,,,,,,,2023-05-26T13:59:58+03:00,,,,,,1,20240205181233,2026-09-08T17:21:07.810989
143,profiminer.ru,https://profiminer.ru/vacancy/1715/,Машинист фронтального погрузчика,,,,,,,2023-05-26T13:57:26+03:00,,,,,,1,20240205180753,2026-09-08T17:21:21.925139
144,profiminer.ru,https://profiminer.ru/vacancy/1716/,Инженер-проектировщик систем электроснабжения,,,,,,,2023-05-26T13:43:35+03:00,,,,,,1,20240205180756,2026-09-08T17:21:52.403538
145,profiminer.ru,https://profiminer.ru/vacancy/1714/,Слесарь по ремонту дорожно-строительной техники и тракторов,,,,,,,2023-05-26T14:01:57+03:00,,,,,,1,20240205180708,2026-09-08T17:22:19.008297
146,profiminer.ru,https://profiminer.ru/vacancy/1713/,Машинист экскаватора,,,,,,,2023-05-26T13:58:16+03:00,,,,,,1,20240205180637,2026-09-08T17:22:24.217602
147,profiminer.ru,https://profiminer.ru/vacancy/1717/,Помощник специалиста по подбору персонала,,,,,,,,,,,,,1,20240807211648,2026-09-08T17:32:46.224448
149,profiminer.ru,https://profiminer.ru/vacancy/4878/,Помощник машиниста буровой установки,,,,,,,,,,,,,1,20250815145551,2026-09-08T17:35:50.555181
150,profiminer.ru,https://profiminer.ru/vacancy/4877/,Машинист буровой установки DE-110/DE-140/C-600,,,,,,,,,,,,,1,20250815145551,2026-09-08T17:36:34.347702
151,profiminer.ru,https://profiminer.ru/vacancy/4876/,Водитель фронтального погрузчика,,,,,,,,,,,,,1,20250815145551,2026-09-08T17:36:43.292880
152,profiminer.ru,https://profiminer.ru/vacancy/4875/,Машинист бульдозера,,,,,,,,,,,,,1,20250815145551,2026-09-08T17:36:52.729940
153,profiminer.ru,https://profiminer.ru/vacancy/4874/,Помощник машиниста буровой установки (открытые горные работы),,,,,,,,,,,,,1,20250815145551,2026-09-08T17:37:03.629158
154,profiminer.ru,https://profiminer.ru/vacancy/4873/,Машинист бульдозера,,,,,,,,,,,,,1,20250815145551,2026-09-08T17:37:08.132809
155,profiminer.ru,https://profiminer.ru/vacancy/3646/,Аппаратчик-гидрометаллург,,,,,,,2024-10-16T13:27:38+03:00,,,,,,1,20241220200446,2026-09-08T17:37:56.580644
156,profiminer.ru,https://profiminer.ru/vacancy/3645/,Геодезист,,,,,,,2024-10-16T13:24:54+03:00,,,,,,1,20241220040119,2026-09-08T17:38:18.146774
157,profiminer.ru,https://profiminer.ru/vacancy/3644/,Машинист телескопического погрузчика,,,,,,,2024-10-16T13:21:44+03:00,,,,,,1,20241220041737,2026-09-08T17:38:31.229173
158,profiminer.ru,https://profiminer.ru/vacancy/3643/,"Водитель тягача (полуприцеп) категория С, Е",,,,,,,2024-10-16T13:12:16+03:00,,,,,,1,20241220041603,2026-09-08T17:39:00.731107
159,profiminer.ru,https://profiminer.ru/vacancy/3642/,Монтажник ЖБК,,,,,,,,,,,,,1,20241112062743,2026-09-08T17:39:35.874013
160,profiminer.ru,https://profiminer.ru/vacancy/3641/,Мастер строительно-монтажных работ (СМР),,,,,,,2024-10-16T12:51:13+03:00,,,,,,1,20241220092106,2026-09-08T17:39:58.370895
161,profiminer.ru,https://profiminer.ru/vacancy/1728/,Слесарь по ремонту ДВС,,,,,,,,,,,,,1,20241112062743,2026-09-08T17:40:43.158987
162,profiminer.ru,https://profiminer.ru/vacancy/3642/,Монтажник ЖБК,,,,,,,2024-10-16T13:07:19+03:00,,,,,,1,20241213181011,2026-09-08T17:43:10.828635
